pos,in_keep,masked
27147,False,False
27170,False,False
27305,False,False
27347,False,False
27836,False,False
27893,True,True
27930,False,False
28147,False,False
28231,False,False
28285,False,False
28634,True,True
28889,False,False
28952,False,False
28982,False,False
29035,True,True
29233,False,False
29235,False,False
29254,False,False
29391,True,True
29406,False,False
29477,False,False
29605,False,False
29656,False,False
29667,False,False
29803,False,False
29997,False,False
30107,False,False
30443,False,False
30543,True,True
30553,False,False
30620,False,False
30667,True,True
30810,False,False
30878,False,False
31089,False,False
31094,False,False
31097,False,False
31172,False,False
31392,False,False
31435,False,False
31462,False,False
31494,True,True
31590,False,False
31733,False,False
31773,False,False
31777,True,True
31800,False,False
31823,False,False
31856,False,False
31919,True,True
31933,False,False
31971,False,False
32096,False,False
32107,False,False
32145,False,False
32171,False,False
32330,False,False
32657,False,False
33038,True,True
33075,True,True
33111,False,False
33117,False,False
33172,False,False
33371,False,False
33404,False,False
33500,False,False
33917,False,False
33937,False,False
33993,True,True
34029,False,False
34067,True,True
34105,False,False
34188,True,True
34253,False,False
34396,False,False
34531,False,False
34552,False,False
34558,False,False
34585,False,False
34762,False,False
34860,False,False
34876,False,False
34957,False,False
35020,False,False
35118,False,False
35207,False,False
35210,False,False
35217,False,False
35279,False,False
35467,False,False
35524,False,False
35640,False,False
35889,False,False
35959,False,False
36025,False,False
36047,True,True
36076,False,False
36085,False,False
36143,False,False
36161,False,False
36206,False,False
36262,False,False
36317,False,False
36402,False,False
36662,True,True
36706,False,False
36714,False,False
37042,False,False
37055,False,False
37122,False,False
37132,True,True
37196,False,False
37222,False,False
37225,False,False
37311,False,False
37351,False,False
37470,True,True
37531,False,False
37677,False,False
37727,False,False
38049,True,True
38077,False,False
38095,False,False
38131,True,True
38176,False,False
38198,False,False
38238,False,False
38306,False,False
38397,True,True
38407,False,False
38460,False,False
38500,False,False
38573,False,False
38767,False,False
39078,False,False
39241,True,True
39304,False,False
39368,False,False
39380,False,False
39468,False,False
39561,False,False
39608,True,True
39804,False,False
39844,False,False
39960,False,False
39963,False,False
40048,False,False
40063,False,False
40070,True,True
40168,False,False
40300,False,False
40336,False,False
40505,False,False
40529,False,False
40597,False,False
40656,False,False
40728,True,True
40824,False,False
40836,False,False
40940,True,True
40973,False,False
41012,False,False
41222,False,False
41272,True,True
41334,False,False
41538,False,False
41795,False,False
41895,True,True
42048,False,False
42316,True,True
42442,False,False
42455,False,False
42665,True,True
43137,False,False
43181,False,False
43212,False,False
43223,False,False
43230,False,False
43381,False,False
43384,False,False
43465,False,False
43559,False,False
43604,False,False
43672,False,False
43713,False,False
43718,True,True
43759,False,False
43776,True,True
43778,False,False
43810,False,False
43846,False,False
44050,False,False
44054,False,False
44161,False,False
44257,True,True
44351,True,True
44536,False,False
44545,False,False
44645,False,False
44733,False,False
44946,False,False
45151,False,False
45301,False,False
45321,False,False
45340,False,False
45675,True,True
45684,False,False
45943,False,False
45967,False,False
45996,False,False
46174,False,False
46177,False,False
46249,False,False
46286,False,False
46319,False,False
46463,True,True
46582,True,True
46605,False,False
46668,False,False
46694,False,False
46934,False,False
47007,True,True
47018,False,False
47049,False,False
47071,False,False
47114,False,False
47316,False,False
47369,False,False
47521,False,False
47529,False,False
47795,False,False
47829,False,False
48170,False,False
48179,True,True
48244,True,True
48322,False,False
48346,True,True
48355,False,False
48576,True,True
48702,True,True
48888,False,False
48984,False,False
49122,True,True
49342,True,True
49426,False,False
49450,True,True
49530,False,False
49539,False,False
49562,False,False
49603,False,False
49645,True,True
49712,False,False
49795,False,False
49890,True,True
50097,False,False
50104,False,False
50358,False,False
50477,False,False
50630,True,True
50657,False,False
50695,False,False
50718,False,False
50749,False,False
50762,False,False
50768,False,False
50823,True,True
50866,True,True
50946,False,False
50973,False,False
51029,False,False
51071,False,False
51193,False,False
51286,False,False
51400,False,False
51423,False,False
51425,False,False
51528,False,False
51618,False,False
51729,False,False
51916,False,False
51936,False,False
51961,False,False
52163,False,False
52443,False,False
52445,False,False
52467,False,False
52474,False,False
52479,False,False
52624,True,True
52650,False,False
52683,False,False
52745,True,True
52816,True,True
52859,False,False
53248,False,False
53409,False,False
53412,False,False
53466,False,False
53479,False,False
53526,False,False
53577,False,False
53600,False,False
53603,True,True
53630,False,False
53732,True,True
53765,False,False
53868,False,False
53903,False,False
53959,False,False
53980,True,True
53992,False,False
54222,False,False
54293,False,False
54342,False,False
54348,False,False
54357,False,False
54413,False,False
54469,False,False
54528,False,False
54532,False,False
54600,False,False
54733,False,False
54964,False,False
55152,False,False
55187,False,False
55233,False,False
55298,True,True
55336,False,False
55446,False,False
55507,False,False
55600,False,False
55667,False,False
55679,False,False
55685,False,False
55791,False,False
55863,False,False
56041,True,True
56132,False,False
56154,False,False
56205,False,False
56221,False,False
56417,False,False
56666,False,False
56698,True,True
56731,False,False
56742,False,False
56788,False,False
56901,False,False
56964,True,True
57047,False,False
57052,False,False
57105,True,True
57201,False,False
57361,False,False
57380,False,False
57420,False,False
57456,False,False
57465,False,False
57611,False,False
57618,False,False
57997,False,False
58232,False,False
58235,False,False
58270,False,False
58280,True,True
58562,False,False
58666,True,True
58778,False,False
58782,False,False
58785,True,True
59026,False,False
59051,False,False
59109,False,False
59204,True,True
59243,False,False
59284,False,False
59602,False,False
59663,False,False
59851,False,False
59923,True,True
59970,False,False
60135,False,False
60310,False,False
60353,False,False
60456,False,False
60461,False,False
60520,False,False
60722,True,True
60809,False,False
60864,True,True
60894,False,False
60920,False,False
61133,False,False
61232,False,False
61275,False,False
61317,False,False
61345,False,False
61350,False,False
61449,True,True
61453,False,False
61486,True,True
61530,False,False
61605,False,False
61623,False,False
61884,False,False
61924,False,False
61936,False,False
62049,False,False
62100,False,False
62111,False,False
62212,False,False
62237,False,False
62311,False,False
62368,False,False
62423,False,False
62500,False,False
62598,False,False
62716,False,False
62886,False,False
62960,False,False
62995,False,False
63137,False,False
63269,False,False
63341,False,False
63446,False,False
63510,False,False
63809,False,False
63879,False,False
63891,False,False
63914,False,False
63963,False,False
63989,True,True
64030,False,False
64093,False,False
64118,False,False
64138,False,False
64150,False,False
64286,False,False
64344,False,False
64415,False,False
64488,True,True
64604,False,False
64615,True,True
64635,False,False
64665,True,True
64762,False,False
64790,False,False
64803,False,False
64805,False,False
64898,False,False
65127,False,False
65197,True,True
65389,False,False
65429,False,False
65647,False,False
65664,False,False
65859,False,False
65893,False,False
65988,False,False
66097,False,False
66123,False,False
66130,False,False
66215,False,False
66289,True,True
66438,False,False
66460,False,False
66503,False,False
66522,False,False
66536,True,True
66557,False,False
66677,False,False
66737,False,False
66810,False,False
66910,False,False
66949,False,False
66997,False,False
67000,False,False
67227,True,True
67561,False,False
67717,False,False
67751,True,True
67846,False,False
67864,False,False
67877,False,False
68016,True,True
68050,False,False
68147,False,False
68331,False,False
68415,False,False
68448,False,False
68585,False,False
68654,False,False
68796,False,False
68800,False,False
68884,False,False
68911,False,False
68997,False,False
69175,False,False
69218,False,False
69392,False,False
69403,False,False
69434,False,False
69483,True,True
69540,False,False
69771,True,True
70271,False,False
70311,True,True
70434,True,True
70469,False,False
70472,False,False
70718,False,False
70998,False,False
71019,False,False
71073,True,True
71332,False,False
71338,True,True
71571,False,False
71572,False,False
71612,False,False
71669,False,False
71690,True,True
71702,False,False
71730,False,False
71758,False,False
71870,False,False
72061,False,False
72086,False,False
72363,False,False
72511,False,False
72677,False,False
72678,False,False
72692,False,False
72695,False,False
72748,False,False
72802,False,False
72837,False,False
72856,False,False
72887,False,False
72935,False,False
72949,False,False
73085,False,False
73218,False,False
73301,False,False
73383,False,False
73496,False,False
73618,False,False
73673,False,False
73845,False,False
73846,False,False
73991,False,False
74479,False,False
74488,False,False
74587,False,False
74600,False,False
74623,False,False
74646,False,False
74666,False,False
75019,False,False
75022,False,False
75221,False,False
75459,False,False
75487,False,False
75521,False,False
75681,False,False
75762,False,False
75788,True,True
75790,False,False
75912,False,False
76050,False,False
76157,False,False
76198,True,True
76217,False,False
76376,True,True
76487,False,False
76499,False,False
76516,True,True
76612,False,False
76711,False,False
76789,False,False
76873,False,False
76906,False,False
76929,False,False
76964,False,False
77065,False,False
77119,False,False
77135,False,False
77331,False,False
77474,False,False
77518,False,False
77539,False,False
77568,False,False
77592,False,False
77599,False,False
77742,False,False
77800,False,False
78058,False,False
78168,False,False
78184,False,False
78395,False,False
78437,False,False
78587,False,False
78873,True,True
78946,False,False
78956,True,True
78989,False,False
79073,False,False
79091,True,True
79201,True,True
79344,False,False
79372,False,False
79412,False,False
79497,True,True
79576,False,False
79620,False,False
79663,False,False
79771,False,False
79810,False,False
79917,False,False
79967,False,False
80010,False,False
80019,False,False
80406,False,False
80445,False,False
80470,True,True
80526,False,False
80569,False,False
80609,False,False
80791,False,False
80947,False,False
80978,False,False
81032,False,False
81422,False,False
81476,False,False
81584,False,False
81681,False,False
81746,False,False
81747,False,False
81943,False,False
82066,False,False
82374,False,False
82500,True,True
82575,False,False
82595,False,False
82811,False,False
82946,False,False
83006,True,True
83018,False,False
83203,False,False
83402,False,False
83444,False,False
83503,False,False
83529,False,False
83745,False,False
83787,False,False
83997,False,False
84042,False,False
84168,True,True
84283,False,False
84374,False,False
84391,False,False
84402,False,False
84426,False,False
84520,True,True
84624,True,True
84771,False,False
84778,False,False
84808,False,False
84893,False,False
84938,False,False
84975,False,False
84990,False,False
85178,False,False
85253,False,False
85286,False,False
85326,False,False
85347,False,False
85385,False,False
85550,False,False
85580,True,True
85790,False,False
85800,False,False
85812,True,True
85836,False,False
85844,False,False
86120,False,False
86290,False,False
86485,False,False
86671,False,False
86688,False,False
86741,False,False
86769,False,False
86836,True,True
86943,False,False
86962,True,True
87016,True,True
87171,True,True
87189,False,False
87209,False,False
87262,False,False
87276,False,False
87402,False,False
87406,False,False
87569,False,False
87623,False,False
87660,False,False
87726,False,False
87805,False,False
87891,False,False
87893,False,False
88230,True,True
88278,False,False
88359,True,True
88412,False,False
88490,False,False
88500,False,False
88837,False,False
88862,False,False
88984,False,False
89101,False,False
89231,False,False
89350,False,False
89417,False,False
89446,False,False
89508,False,False
89588,False,False
89655,False,False
89720,False,False
89752,False,False
89763,False,False
89954,True,True
89983,True,True
90074,False,False
90118,False,False
90198,False,False
90204,False,False
90348,False,False
90572,False,False
90615,True,True
90650,True,True
90710,False,False
90726,False,False
90729,False,False
90730,False,False
90793,True,True
90825,False,False
90831,False,False
90911,True,True
91020,False,False
91034,False,False
91035,False,False
91197,False,False
91251,True,True
91257,True,True
91294,False,False
91315,True,True
91331,False,False
91355,True,True
91667,False,False
91681,False,False
91694,True,True
91734,False,False
91792,False,False
91950,False,False
91995,False,False
92019,False,False
92225,True,True
92300,True,True
92512,False,False
92513,True,True
92670,False,False
92749,False,False
92750,False,False
92780,False,False
92848,True,True
92979,False,False
93108,True,True
93156,False,False
93173,True,True
93219,False,False
93309,True,True
93322,False,False
93334,True,True
93414,False,False
93516,True,True
93690,False,False
93714,True,True
93720,True,True
93721,False,False
93739,False,False
93799,False,False
93904,False,False
93984,False,False
94127,False,False
94141,False,False
94158,True,True
94205,False,False
94271,False,False
94412,False,False
94434,False,False
94445,False,False
94454,False,False
94496,False,False
94596,False,False
94644,True,True
94690,False,False
94957,False,False
95254,False,False
95262,False,False
95360,False,False
95430,False,False
95456,False,False
95466,False,False
95496,True,True
95611,False,False
95682,False,False
95707,False,False
95777,False,False
95969,False,False
96028,False,False
96186,False,False
96290,False,False
96319,False,False
96324,False,False
96325,False,False
96333,True,True
96395,True,True
96494,False,False
96570,False,False
96594,True,True
96597,False,False
96607,False,False
96850,False,False
96868,False,False
96905,False,False
97553,False,False
97697,False,False
97743,False,False
97791,False,False
97817,False,False
97896,False,False
97940,False,False
98093,False,False
98109,True,True
98193,False,False
98244,False,False
98305,False,False
98326,False,False
98441,False,False
98567,False,False
98797,True,True
98919,False,False
98937,True,True
98952,False,False
98994,False,False
99134,False,False
99163,False,False
99264,False,False
99320,False,False
99400,False,False
99452,True,True
99558,False,False
99936,False,False
99972,False,False
100175,False,False
100389,True,True
100633,False,False
100642,True,True
100645,False,False
100653,False,False
100816,False,False
101004,True,True
101130,False,False
101192,False,False
101312,False,False
101328,False,False
101377,False,False
101441,False,False
101491,False,False
101498,True,True
101619,True,True
101799,False,False
102026,False,False
102063,False,False
102211,True,True
102268,True,True
102387,False,False
102444,False,False
102526,False,False
102576,False,False
102586,False,False
102688,False,False
102742,True,True
102769,True,True
102879,False,False
103072,False,False
103080,False,False
103177,False,False
103233,True,True
103235,False,False
103267,False,False
103416,False,False
103425,False,False
103528,False,False
103636,False,False
103700,True,True
103730,False,False
104030,False,False
104322,False,False
104476,False,False
104564,False,False
104598,False,False
104672,False,False
104803,False,False
104827,False,False
104925,False,False
104955,False,False
104999,False,False
105102,False,False
105428,False,False
105436,False,False
105474,False,False
105558,False,False
105602,False,False
105687,False,False
105786,True,True
105810,False,False
105855,False,False
105916,False,False
105927,False,False
105976,False,False
106066,False,False
106217,False,False
106319,True,True
106509,False,False
106519,False,False
106617,False,False
106963,False,False
107266,True,True
107296,False,False
107394,False,False
107403,False,False
107482,False,False
107662,True,True
107775,True,True
107872,False,False
108176,True,True
108215,False,False
108251,False,False
108261,False,False
108325,False,False
108469,False,False
108525,False,False
108630,False,False
108677,False,False
108716,False,False
108838,False,False
108870,False,False
108931,False,False
108993,False,False
109067,False,False
109102,False,False
109130,False,False
109171,False,False
109231,False,False
109306,False,False
109401,True,True
109479,False,False
109501,False,False
109507,False,False
109712,False,False
109770,True,True
109935,False,False
110011,False,False
110028,False,False
110085,False,False
110134,False,False
110143,False,False
110285,False,False
110300,False,False
110512,True,True
110597,False,False
110598,False,False
110651,False,False
110755,False,False
110838,False,False
110927,False,False
111056,False,False
111284,False,False
111289,False,False
111331,False,False
111654,True,True
111716,False,False
111718,False,False
111953,False,False
112173,False,False
112211,False,False
112363,False,False
112417,False,False
112472,True,True
112723,False,False
112753,False,False
112755,False,False
112995,False,False
113280,False,False
113391,False,False
113472,False,False
113561,True,True
113568,False,False
114003,False,False
114060,True,True
114099,False,False
114158,False,False
114175,True,True
114263,False,False
114368,False,False
114437,False,False
114675,False,False
114781,False,False
114799,False,False
114993,False,False
115120,False,False
115145,True,True
115281,False,False
115319,False,False
115360,False,False
115442,False,False
115452,False,False
115485,False,False
115576,False,False
115700,False,False
115813,True,True
115839,False,False
115897,True,True
115900,False,False
115906,True,True
116044,False,False
116181,False,False
116196,False,False
116334,False,False
116338,False,False
116719,False,False
116828,False,False
116922,False,False
117118,False,False
117132,False,False
117137,False,False
117221,True,True
117336,False,False
117349,False,False
117409,True,True
117432,False,False
117434,False,False
117551,True,True
117554,False,False
117584,False,False
117854,False,False
117983,False,False
118052,False,False
118106,True,True
118125,True,True
118243,True,True
118265,False,False
118668,False,False
118670,False,False
118678,False,False
118707,False,False
118905,False,False
119055,False,False
119281,False,False
119283,True,True
119474,False,False
119478,False,False
119527,False,False
119544,False,False
119615,False,False
120101,False,False
120290,False,False
120339,False,False
120381,False,False
120394,False,False
120523,False,False
120528,False,False
120562,False,False
120627,False,False
120630,False,False
120844,False,False
121103,True,True
121120,False,False
121181,False,False
121251,False,False
121405,False,False
121456,False,False
121460,False,False
121926,False,False
122068,False,False
122307,False,False
122335,True,True
122342,False,False
122423,False,False
122425,False,False
122457,False,False
122481,False,False
122535,True,True
122607,False,False
122653,False,False
122679,False,False
122684,False,False
122997,False,False
123079,False,False
123158,False,False
123236,False,False
123245,False,False
123299,False,False
123310,False,False
123347,False,False
123361,False,False
123452,False,False
123537,False,False
123636,False,False
123686,True,True
123710,False,False
123792,False,False
123806,True,True
123812,False,False
123848,False,False
123855,False,False
123860,False,False
123936,False,False
124052,False,False
124075,False,False
124237,False,False
124245,False,False
124266,False,False
124333,False,False
124336,False,False
124429,False,False
124521,False,False
124825,False,False
124869,False,False
124942,False,False
125026,False,False
125105,False,False
125173,False,False
125178,False,False
125190,False,False
125251,False,False
125256,True,True
125288,False,False
125349,False,False
125397,False,False
125453,False,False
125526,False,False
125536,False,False
125558,True,True
125746,False,False
125872,True,True
126060,False,False
126069,False,False
126346,True,True
126423,False,False
126429,False,False
126566,False,False
126615,False,False
126624,False,False
126625,False,False
126755,False,False
126825,False,False
126842,False,False
126914,False,False
126917,True,True
126992,False,False
127081,False,False
127150,False,False
127270,False,False
127273,False,False
127417,False,False
127469,False,False
127681,False,False
127701,True,True
127786,False,False
127890,False,False
127924,False,False
127988,False,False
128227,False,False
128364,False,False
128402,False,False
128502,False,False
128785,False,False
128839,False,False
128849,False,False
128940,False,False
129054,False,False
129083,False,False
129131,False,False
129162,True,True
129164,False,False
129201,False,False
129260,False,False
129278,True,True
129390,False,False
129403,False,False
129422,True,True
129460,False,False
129561,False,False
129583,False,False
129659,False,False
129690,False,False
129695,False,False
129724,False,False
129748,False,False
129769,False,False
129912,False,False
129922,False,False
130075,False,False
130085,False,False
130115,False,False
130123,False,False
130241,False,False
130428,False,False
130435,False,False
130525,False,False
130536,False,False
130667,False,False
130704,False,False
130734,False,False
130767,False,False
130831,True,True
130834,False,False
130841,False,False
130866,False,False
130998,False,False
131087,False,False
131100,False,False
131178,False,False
131233,False,False
131261,False,False
131351,False,False
131518,False,False
131791,False,False
132071,False,False
132223,True,True
132295,False,False
132299,False,False
132376,True,True
132414,False,False
132607,False,False
132639,False,False
132658,False,False
132673,False,False
132707,False,False
132717,False,False
132803,False,False
132833,False,False
132901,True,True
133022,False,False
133087,True,True
133130,False,False
133160,True,True
133172,False,False
133189,False,False
133220,False,False
133224,True,True
133260,False,False
133305,False,False
133325,False,False
133407,True,True
133412,True,True
133608,False,False
133687,False,False
133920,False,False
134055,False,False
134056,False,False
134080,False,False
134128,False,False
134270,True,True
134416,False,False
134529,True,True
134780,False,False
134988,False,False
135020,False,False
135032,False,False
135190,False,False
135216,False,False
135382,False,False
135487,False,False
135527,True,True
135532,False,False
135862,True,True
136159,False,False
136508,True,True
136597,False,False
136693,False,False
136841,False,False
136888,False,False
136893,False,False
136916,True,True
136938,False,False
136974,False,False
137231,True,True
137308,False,False
137362,False,False
137405,True,True
137701,False,False
137757,False,False
137777,False,False
137871,False,False
137902,False,False
137957,False,False
138556,False,False
138583,False,False
138595,False,False
138862,True,True
138921,False,False
139110,False,False
139277,False,False
139408,False,False
139531,False,False
139561,False,False
139670,False,False
139714,False,False
139782,False,False
139807,False,False
140073,False,False
140335,False,False
140471,False,False
140702,False,False
140732,False,False
140883,False,False
140891,False,False
141000,False,False
141134,False,False
141702,False,False
141778,False,False
141821,False,False
141843,False,False
141919,False,False
141920,False,False
142101,False,False
142175,False,False
142227,False,False
142271,False,False
142331,False,False
142497,False,False
142577,False,False
142594,False,False
142596,False,False
142655,False,False
142764,False,False
142803,False,False
142867,False,False
142942,False,False
142957,False,False
143237,False,False
143295,False,False
143329,False,False
143364,False,False
143371,False,False
143389,False,False
143531,True,True
143539,False,False
143743,False,False
143999,False,False
144016,False,False
144046,False,False
144156,False,False
144170,False,False
144220,True,True
144243,False,False
144406,False,False
144575,False,False
144603,False,False
144710,False,False
144827,False,False
144895,False,False
145063,False,False
145247,False,False
145339,False,False
145348,False,False
145401,True,True
145555,False,False
145589,False,False
145604,False,False
145615,False,False
145722,False,False
145921,False,False
145975,False,False
146088,False,False
146374,False,False
146563,False,False
146687,True,True
146721,False,False
146743,False,False
146766,False,False
146789,False,False
146871,True,True
147006,False,False
147032,False,False
147271,False,False
147286,False,False
147391,False,False
147435,False,False
147628,False,False
147790,False,False
147933,False,False
147936,False,False
148274,True,True
148295,False,False
148397,False,False
148408,False,False
148473,False,False
148497,True,True
148503,False,False
148596,False,False
148675,False,False
148820,False,False
148830,False,False
148974,True,True
149131,False,False
149248,False,False
149427,False,False
149513,True,True
149565,False,False
149726,False,False
149875,False,False
149890,False,False
150009,False,False
150013,False,False
150025,False,False
150085,False,False
150175,False,False
150198,False,False
150343,False,False
150375,False,False
150387,False,False
150423,False,False
150439,False,False
150463,False,False
150737,False,False
150825,False,False
150886,False,False
151011,False,False
151211,False,False
151424,False,False
151476,True,True
151595,False,False
152090,False,False
152118,False,False
152292,False,False
152368,False,False
152386,False,False
152400,False,False
152658,False,False
152734,False,False
152759,False,False
152807,False,False
152957,False,False
153012,False,False
153088,False,False
153093,False,False
153139,False,False
153261,False,False
153327,False,False
153391,False,False
153501,False,False
153528,True,True
153541,False,False
153546,False,False
153816,False,False
153971,False,False
154083,False,False
154112,False,False
154121,False,False
154294,False,False
154309,False,False
154394,False,False
154409,False,False
154602,False,False
154657,False,False
154705,False,False
154808,False,False
154810,False,False
154894,False,False
154936,False,False
155361,False,False
155405,False,False
155438,False,False
155450,False,False
155723,False,False
155787,False,False
155799,False,False
155804,False,False
155831,False,False
155837,True,True
156002,False,False
156165,False,False
156215,False,False
156248,False,False
156375,False,False
156466,False,False
156539,True,True
156614,False,False
156876,False,False
156881,False,False
157010,False,False
157048,False,False
157330,True,True
157373,False,False
157401,True,True
157485,False,False
157496,False,False
157579,False,False
157671,False,False
157841,False,False
157881,False,False
158050,True,True
158125,False,False
158146,True,True
158360,False,False
158406,False,False
158528,False,False
158551,True,True
158592,False,False
158609,False,False
158618,False,False
158654,False,False
158764,True,True
158882,False,False
158886,False,False
159234,True,True
159286,False,False
159290,False,False
159300,False,False
159351,False,False
159707,False,False
159710,False,False
159737,False,False
159742,False,False
159882,False,False
159914,False,False
160007,False,False
160106,False,False
160108,False,False
160221,False,False
160352,True,True
160359,False,False
160405,False,False
160439,True,True
160468,False,False
160469,True,True
160488,False,False
160575,False,False
160625,False,False
160738,False,False
161020,False,False
161066,True,True
161089,False,False
161181,False,False
161315,False,False
161489,True,True
161566,False,False
161726,True,True
161798,True,True
161807,False,False
161821,False,False
161991,False,False
162015,True,True
162031,False,False
162050,False,False
162055,True,True
162082,False,False
162134,False,False
162359,False,False
162469,False,False
162539,True,True
162743,True,True
162787,False,False
163088,False,False
163101,True,True
163214,False,False
163254,False,False
163291,False,False
163338,False,False
163497,False,False
163698,False,False
163768,True,True
163835,False,False
164053,False,False
164062,True,True
164072,False,False
164175,False,False
164254,True,True
164272,False,False
164277,False,False
164391,False,False
164456,False,False
164476,False,False
164638,False,False
164661,False,False
164891,False,False
164892,False,False
164918,False,False
164978,False,False
165005,False,False
165054,False,False
165077,False,False
165089,False,False
165159,False,False
165224,False,False
165412,False,False
165485,False,False
165578,False,False
165681,False,False
165695,True,True
165718,False,False
166162,False,False
166280,False,False
166362,False,False
166421,True,True
166439,False,False
166514,False,False
166617,True,True
166626,False,False
166657,False,False
166928,True,True
166963,False,False
166995,True,True
167022,False,False
167135,False,False
167161,False,False
167291,False,False
167325,False,False
167426,False,False
167589,True,True
168103,False,False
168181,False,False
168207,False,False
168238,False,False
168247,True,True
168366,False,False
168469,False,False
168562,False,False
168599,False,False
168698,False,False
168811,True,True
168935,False,False
168943,False,False
168966,False,False
169115,False,False
169123,False,False
169150,False,False
169168,False,False
169189,False,False
169246,False,False
169322,True,True
169371,False,False
169515,False,False
169609,False,False
169750,False,False
169863,False,False
170073,False,False
170222,False,False
170225,False,False
170268,False,False
170284,False,False
170340,False,False
170379,False,False
170529,False,False
170552,False,False
170587,False,False
170613,False,False
170626,False,False
170644,False,False
170735,False,False
170787,False,False
170829,False,False
171009,True,True
171287,False,False
171288,False,False
171427,False,False
171558,False,False
171571,False,False
171628,False,False
171875,False,False
171876,True,True
171918,False,False
171929,False,False
171936,False,False
172093,False,False
172141,False,False
172182,False,False
172196,False,False
172225,False,False
172256,False,False
172406,False,False
172414,False,False
172722,False,False
