obs_start,obs_end,length,iteration,distribution
9266321,9266321,1,0,mixture
9257950,9257950,1,0,mixture
2960803,2960803,1,0,mixture
4257158,4257158,1,0,mixture
2119129,2119129,1,0,mixture
8249495,8249495,1,0,mixture
8906531,8906531,1,0,mixture
9962137,9962600,464,0,mixture
715609,715609,1,0,mixture
8185722,8185935,214,0,mixture
3933225,3933225,1,0,mixture
5894472,5894472,1,0,mixture
4378181,4378181,1,0,mixture
1641081,1641081,1,0,mixture
7177607,7178069,463,0,mixture
3592505,3592505,1,0,mixture
730145,730207,63,0,mixture
2712578,2712578,1,0,mixture
1523169,1523169,1,0,mixture
4400793,4400793,1,0,mixture
7386350,7386350,1,0,mixture
2069816,2069816,1,0,mixture
8239350,8239358,9,0,mixture
5311358,5311861,504,0,mixture
8308244,8308244,1,0,mixture
3049261,3049261,1,0,mixture
1694231,1694231,1,0,mixture
8842726,8842726,1,0,mixture
2713983,2713983,1,0,mixture
1873613,1873689,77,0,mixture
8278570,8278570,1,0,mixture
1214486,1214780,295,0,mixture
4386995,4386995,1,0,mixture
3900121,3900121,1,0,mixture
7399631,7399631,1,0,mixture
6601162,6601162,1,0,mixture
5972852,5972852,1,0,mixture
8999647,8999647,1,0,mixture
6570760,6570760,1,0,mixture
8162509,8162509,1,0,mixture
1925267,1925267,1,0,mixture
8110567,8111067,501,0,mixture
3111534,3111534,1,0,mixture
4386047,4386047,1,0,mixture
4185270,4185818,549,0,mixture
5973699,5973699,1,0,mixture
4938618,4938618,1,0,mixture
2692199,2692199,1,0,mixture
9898318,9898318,1,0,mixture
9641491,9641491,1,0,mixture
4205624,4205681,58,0,mixture
6692872,6693202,331,0,mixture
9110620,9110620,1,0,mixture
8237712,8237898,187,0,mixture
4178928,4178928,1,0,mixture
3153998,3153998,1,0,mixture
2843915,2843915,1,0,mixture
6951289,6951289,1,0,mixture
7935546,7935546,1,0,mixture
9986256,9986256,1,0,mixture
3067307,3067307,1,0,mixture
513208,513208,1,0,mixture
2407340,2407340,1,0,mixture
1746309,1746309,1,0,mixture
4370076,4370076,1,0,mixture
3818359,3818359,1,0,mixture
3644813,3644813,1,0,mixture
4758433,4758433,1,0,mixture
2979512,2981180,1669,0,mixture
4221434,4221434,1,0,mixture
1346439,1346439,1,0,mixture
5050865,5050865,1,0,mixture
7348343,7348343,1,0,mixture
777450,777450,1,0,mixture
4912759,4912759,1,0,mixture
5909245,5909245,1,0,mixture
5850410,5850410,1,0,mixture
813814,813814,1,0,mixture
540100,540100,1,0,mixture
1713950,1713950,1,0,mixture
2747045,2747045,1,0,mixture
186819,186819,1,0,mixture
8339958,8339958,1,0,mixture
785769,785769,1,0,mixture
7153484,7153484,1,0,mixture
9859088,9859088,1,0,mixture
881799,881799,1,0,mixture
2247061,2247061,1,0,mixture
3912873,3912873,1,0,mixture
9990364,9990364,1,0,mixture
2661002,2661002,1,0,mixture
1527584,1527584,1,0,mixture
997432,997432,1,0,mixture
8116572,8116572,1,0,mixture
630539,630539,1,0,mixture
2033203,2033203,1,0,mixture
1982982,1982982,1,0,mixture
6965145,6965145,1,0,mixture
1923956,1923956,1,0,mixture
2828507,2828507,1,0,mixture
2020302,2020302,1,0,mixture
7022780,7022780,1,0,mixture
4561825,4561825,1,0,mixture
3366448,3366448,1,0,mixture
8006668,8006668,1,0,mixture
6919205,6919205,1,0,mixture
7763195,7763195,1,0,mixture
5736640,5736640,1,0,mixture
6420292,6420292,1,0,mixture
8463308,8463308,1,0,mixture
126917,126917,1,0,mixture
6501138,6501138,1,0,mixture
1161407,1161407,1,0,mixture
6359107,6359107,1,0,mixture
6865638,6865638,1,0,mixture
6318273,6318273,1,0,mixture
9178715,9178715,1,0,mixture
999815,999815,1,0,mixture
6838351,6838351,1,0,mixture
9684614,9684614,1,0,mixture
8687775,8687775,1,0,mixture
3199396,3199396,1,0,mixture
3809702,3809702,1,0,mixture
1645593,1645593,1,0,mixture
1174676,1174676,1,0,mixture
1346211,1346211,1,0,mixture
1328939,1328939,1,0,mixture
6482615,6482615,1,0,mixture
426925,426966,42,0,mixture
465540,465604,65,0,mixture
7273986,7273986,1,0,mixture
4034852,4034852,1,0,mixture
7564301,7564301,1,0,mixture
5553994,5553994,1,0,mixture
6322882,6322882,1,0,mixture
1004922,1004922,1,0,mixture
8685971,8686682,712,0,mixture
6646264,6646264,1,0,mixture
9345831,9345831,1,0,mixture
9670829,9670829,1,0,mixture
8243365,8243365,1,0,mixture
2402254,2402254,1,0,mixture
5993790,5993790,1,0,mixture
9312940,9312940,1,0,mixture
1707300,1707300,1,0,mixture
5772123,5772123,1,0,mixture
6987304,6987304,1,0,mixture
6966573,6966605,33,0,mixture
3845535,3845535,1,0,mixture
5600026,5600026,1,0,mixture
179537,179928,392,0,mixture
8306391,8306391,1,0,mixture
29035,29035,1,0,mixture
9965095,9965095,1,0,mixture
9756064,9756064,1,0,mixture
1432024,1432024,1,0,mixture
9420151,9420151,1,0,mixture
5607026,5607026,1,0,mixture
9709706,9709706,1,0,mixture
9322029,9322029,1,0,mixture
4268927,4268997,71,0,mixture
6519915,6519915,1,0,mixture
8349239,8349239,1,0,mixture
2344275,2344275,1,0,mixture
2075017,2075017,1,0,mixture
3324319,3324319,1,0,mixture
6581672,6584349,2678,0,mixture
1005463,1005463,1,0,mixture
2969841,2969841,1,0,mixture
6809056,6809056,1,0,mixture
3052537,3052537,1,0,mixture
7508371,7508371,1,0,mixture
3711784,3711784,1,0,mixture
8225823,8225823,1,0,mixture
2887122,2887122,1,0,mixture
2765580,2765580,1,0,mixture
4563526,4564828,1303,0,mixture
6419995,6419995,1,0,mixture
1320485,1320485,1,0,mixture
8771794,8771794,1,0,mixture
6380,6380,1,0,mixture
6550064,6550064,1,0,mixture
48702,48702,1,0,mixture
4955256,4955686,431,0,mixture
7249307,7249307,1,0,mixture
9651073,9651073,1,0,mixture
7546103,7546103,1,0,mixture
7505357,7505357,1,0,mixture
2794046,2794568,523,0,mixture
6995982,6995982,1,0,mixture
8221454,8221454,1,0,mixture
6153598,6153598,1,0,mixture
7374282,7374282,1,0,mixture
8403507,8403507,1,0,mixture
9380678,9380678,1,0,mixture
8971462,8971462,1,0,mixture
3118993,3119063,71,0,mixture
1919231,1919231,1,0,mixture
9622576,9622576,1,0,mixture
8481189,8481189,1,0,mixture
9221046,9221046,1,0,mixture
8692589,8692589,1,0,mixture
7199583,7199583,1,0,mixture
4487745,4489773,2029,0,mixture
6025315,6025315,1,0,mixture
5666407,5666407,1,0,mixture
9577988,9578082,95,0,mixture
8735013,8735013,1,0,mixture
6853346,6853346,1,0,mixture
1300754,1300754,1,0,mixture
6299542,6299542,1,0,mixture
5271927,5271927,1,0,mixture
2837215,2837215,1,0,mixture
5549448,5549488,41,0,mixture
9048000,9048000,1,0,mixture
9287229,9287229,1,0,mixture
3161999,3161999,1,0,mixture
9615970,9615970,1,0,mixture
3941007,3941007,1,0,mixture
7956251,7956251,1,0,mixture
1705672,1705672,1,0,mixture
8308244,8308244,1,0,mixture
5810365,5811009,645,0,mixture
7691048,7691048,1,0,mixture
8258819,8258819,1,0,mixture
8848444,8848444,1,0,mixture
9077847,9077919,73,0,mixture
4536247,4536247,1,0,mixture
9623431,9623431,1,0,mixture
6579261,6579261,1,0,mixture
4400793,4400793,1,0,mixture
8109304,8109304,1,0,mixture
3699952,3699952,1,0,mixture
7978174,7978174,1,0,mixture
334562,334562,1,0,mixture
6436170,6436170,1,0,mixture
4285451,4285451,1,0,mixture
1523936,1523936,1,0,mixture
4973854,4973854,1,0,mixture
5719209,5719209,1,0,mixture
8104192,8104192,1,0,mixture
20776,20776,1,0,mixture
6478896,6478896,1,0,mixture
9188379,9188379,1,0,mixture
3849278,3849278,1,0,mixture
4373610,4373610,1,0,mixture
7355389,7355389,1,0,mixture
2786570,2786570,1,0,mixture
2467507,2467507,1,0,mixture
1105911,1106585,675,0,mixture
1984158,1984225,68,0,mixture
7831461,7831461,1,0,mixture
3253594,3253594,1,0,mixture
192041,192041,1,0,mixture
3846954,3846954,1,0,mixture
145401,145401,1,0,mixture
8224760,8224760,1,0,mixture
4977227,4977227,1,0,mixture
8950051,8950051,1,0,mixture
3679851,3679851,1,0,mixture
5338886,5338886,1,0,mixture
6456881,6456881,1,0,mixture
6919205,6919205,1,0,mixture
9995856,9995856,1,0,mixture
5179222,5179222,1,0,mixture
6520868,6520919,52,0,mixture
9947975,9948049,75,0,mixture
2533941,2534673,733,0,mixture
7775143,7775143,1,0,mixture
5821901,5821914,14,0,mixture
4143955,4144278,324,0,mixture
4230894,4230894,1,0,mixture
8790073,8790073,1,0,mixture
9023861,9025875,2015,0,mixture
2439249,2439249,1,0,mixture
7199785,7199785,1,0,mixture
6982584,6982584,1,0,mixture
7223423,7223423,1,0,mixture
1094447,1094447,1,0,mixture
8750027,8750027,1,0,mixture
8154018,8154018,1,0,mixture
7783435,7783435,1,0,mixture
144220,144220,1,0,mixture
4956730,4956730,1,0,mixture
6604404,6604404,1,0,mixture
5590457,5590457,1,0,mixture
1543859,1543859,1,0,mixture
3301667,3301667,1,0,mixture
6547264,6547264,1,0,mixture
1033882,1033882,1,0,mixture
49342,49342,1,0,mixture
9279034,9279034,1,0,mixture
5587135,5587198,64,0,mixture
5539456,5539456,1,0,mixture
8713346,8713346,1,0,mixture
347873,349273,1401,0,mixture
6144039,6144039,1,0,mixture
3611564,3611564,1,0,mixture
7472947,7472947,1,0,mixture
5899043,5900528,1486,0,mixture
898898,898898,1,0,mixture
5026879,5026879,1,0,mixture
8420523,8420523,1,0,mixture
2750352,2750352,1,0,mixture
8886516,8886516,1,0,mixture
6345247,6345247,1,0,mixture
1801370,1801370,1,0,mixture
3075830,3075830,1,0,mixture
8284277,8284277,1,0,mixture
6515457,6515457,1,0,mixture
3891145,3891145,1,0,mixture
7450049,7450049,1,0,mixture
3811669,3811669,1,0,mixture
4260392,4260392,1,0,mixture
5681443,5681443,1,0,mixture
8587285,8587285,1,0,mixture
8091409,8091409,1,0,mixture
1369417,1369417,1,0,mixture
66289,66289,1,0,mixture
9394811,9394811,1,0,mixture
2817242,2818487,1246,0,mixture
4420190,4420190,1,0,mixture
1274369,1274369,1,0,mixture
3809814,3811669,1856,0,mixture
6861029,6861029,1,0,mixture
3773692,3773692,1,0,mixture
3250639,3250639,1,0,mixture
7248781,7248781,1,0,mixture
222187,222187,1,0,mixture
4599549,4599549,1,0,mixture
134270,134270,1,0,mixture
8407699,8407699,1,0,mixture
4150126,4150126,1,0,mixture
2310692,2310692,1,0,mixture
1500478,1500478,1,0,mixture
1238133,1238133,1,0,mixture
7409279,7409496,218,0,mixture
8612001,8612001,1,0,mixture
9763450,9763450,1,0,mixture
2948125,2948125,1,0,mixture
1155515,1156126,612,0,mixture
4132782,4132782,1,0,mixture
3473374,3473374,1,0,mixture
1464394,1464394,1,0,mixture
672470,672470,1,0,mixture
4389575,4389575,1,0,mixture
2045142,2045142,1,0,mixture
7765806,7765989,184,0,mixture
1649584,1649584,1,0,mixture
2399867,2399867,1,0,mixture
9867100,9867100,1,0,mixture
9814432,9814432,1,0,mixture
1472961,1472961,1,0,mixture
5670394,5670476,83,0,mixture
9077201,9077201,1,0,mixture
489902,489902,1,0,mixture
9235517,9235517,1,0,mixture
2151431,2151431,1,0,mixture
2835897,2836022,126,0,mixture
785769,785769,1,0,mixture
3112958,3112958,1,0,mixture
4949595,4949595,1,0,mixture
9777342,9777342,1,0,mixture
4487842,4487842,1,0,mixture
8111067,8111067,1,0,mixture
6014874,6014874,1,0,mixture
3744507,3744507,1,0,mixture
291488,291488,1,0,mixture
6510129,6510129,1,0,mixture
7068112,7068483,372,0,mixture
6905001,6905001,1,0,mixture
3370435,3370435,1,0,mixture
2217533,2217533,1,0,mixture
8781280,8781280,1,0,mixture
4268294,4268294,1,0,mixture
8237712,8237712,1,0,mixture
4555983,4555983,1,0,mixture
9427752,9427752,1,0,mixture
2985688,2985688,1,0,mixture
1108947,1108947,1,0,mixture
187759,187759,1,0,mixture
75788,75788,1,0,mixture
5751694,5751694,1,0,mixture
9005996,9005996,1,0,mixture
2168902,2169519,618,0,mixture
4870492,4870492,1,0,mixture
967978,967978,1,0,mixture
4599681,4599681,1,0,mixture
1708642,1708642,1,0,mixture
5659894,5659894,1,0,mixture
4360657,4360676,20,0,mixture
4883757,4883757,1,0,mixture
5685490,5685490,1,0,mixture
4229921,4229921,1,0,mixture
1503000,1503000,1,0,mixture
2070336,2070336,1,0,mixture
9965216,9965238,23,0,mixture
7800391,7800391,1,0,mixture
6490120,6490120,1,0,mixture
3351424,3351424,1,0,mixture
3786046,3786046,1,0,mixture
1766779,1766779,1,0,mixture
7322364,7322364,1,0,mixture
8499713,8499713,1,0,mixture
3854375,3854375,1,0,mixture
2190388,2190927,540,0,mixture
9644726,9644726,1,0,mixture
4175163,4175163,1,0,mixture
7322578,7322578,1,0,mixture
8194439,8194439,1,0,mixture
375725,375870,146,0,mixture
6525595,6527694,2100,0,mixture
8090330,8090520,191,0,mixture
93714,93720,7,0,mixture
1178527,1178527,1,0,mixture
8581020,8581020,1,0,mixture
2604327,2604453,127,0,mixture
6791852,6791852,1,0,mixture
8184073,8184073,1,0,mixture
5987103,5987178,76,0,mixture
38397,38397,1,0,mixture
9934505,9934649,145,0,mixture
1723916,1723916,1,0,mixture
8574675,8574675,1,0,mixture
487912,487912,1,0,mixture
3974575,3974575,1,0,mixture
3892017,3892017,1,0,mixture
8402433,8402433,1,0,mixture
7956251,7956251,1,0,mixture
1816599,1816766,168,0,mixture
6090478,6090478,1,0,mixture
3119718,3119718,1,0,mixture
2713036,2713036,1,0,mixture
6062808,6062808,1,0,mixture
9872291,9872291,1,0,mixture
3432487,3432487,1,0,mixture
3836026,3836026,1,0,mixture
8005046,8005046,1,0,mixture
396093,396093,1,0,mixture
7617677,7617677,1,0,mixture
7779849,7779849,1,0,mixture
8466275,8466275,1,0,mixture
1611659,1611675,17,0,mixture
3433660,3433660,1,0,mixture
7078948,7078948,1,0,mixture
229060,229060,1,0,mixture
1600565,1600565,1,0,mixture
7103337,7103337,1,0,mixture
6360874,6360874,1,0,mixture
2210179,2210179,1,0,mixture
9566766,9566766,1,0,mixture
715609,715609,1,0,mixture
3153998,3153998,1,0,mixture
3133714,3133837,124,0,mixture
7316501,7316501,1,0,mixture
8358099,8358099,1,0,mixture
6034026,6034026,1,0,mixture
4357668,4357668,1,0,mixture
6567164,6567164,1,0,mixture
9835759,9835764,6,0,mixture
7277354,7277354,1,0,mixture
7293934,7293934,1,0,mixture
5987983,5987983,1,0,mixture
8529336,8529361,26,0,mixture
3026940,3026940,1,0,mixture
9399117,9399117,1,0,mixture
6899584,6899584,1,0,mixture
7265634,7265634,1,0,mixture
4727020,4727020,1,0,mixture
1589101,1589101,1,0,mixture
1035244,1035244,1,0,mixture
5938562,5938562,1,0,mixture
7355724,7355724,1,0,mixture
2433573,2433573,1,0,mixture
1227453,1227453,1,0,mixture
1083148,1083148,1,0,mixture
4935589,4935589,1,0,mixture
6480926,6480926,1,0,mixture
2777330,2777330,1,0,mixture
7008979,7008979,1,0,mixture
4710133,4710133,1,0,mixture
7229624,7230041,418,0,mixture
910884,910884,1,0,mixture
921165,921165,1,0,mixture
1831001,1831001,1,0,mixture
7279602,7279602,1,0,mixture
6824773,6824773,1,0,mixture
9013520,9013724,205,0,mixture
6400660,6400660,1,0,mixture
7013486,7013486,1,0,mixture
9561436,9561436,1,0,mixture
3026940,3026940,1,0,mixture
7521549,7521549,1,0,mixture
5110145,5110145,1,0,mixture
1064649,1064649,1,0,mixture
5163551,5163551,1,0,mixture
5068321,5068321,1,0,mixture
3896426,3896426,1,0,mixture
184970,184970,1,0,mixture
5910954,5910954,1,0,mixture
1972852,1972852,1,0,mixture
3438631,3438631,1,0,mixture
8885187,8885187,1,0,mixture
9306510,9306510,1,0,mixture
5289982,5289982,1,0,mixture
7710704,7710704,1,0,mixture
3366448,3366453,6,0,mixture
6853353,6853353,1,0,mixture
313113,313113,1,0,mixture
2306773,2306773,1,0,mixture
6695091,6695091,1,0,mixture
768060,768060,1,0,mixture
7410445,7410445,1,0,mixture
6256899,6257800,902,0,mixture
5081736,5081736,1,0,mixture
5378918,5378918,1,0,mixture
5909245,5909245,1,0,mixture
1954531,1954531,1,0,mixture
2347133,2347133,1,0,mixture
5241279,5241279,1,0,mixture
1942289,1942289,1,0,mixture
9898736,9898736,1,0,mixture
9819294,9819294,1,0,mixture
7208652,7208652,1,0,mixture
4188137,4188137,1,0,mixture
1561210,1561210,1,0,mixture
1413795,1413795,1,0,mixture
8942613,8942613,1,0,mixture
2778687,2778687,1,0,mixture
2388762,2388762,1,0,mixture
6236142,6236142,1,0,mixture
5703853,5703853,1,0,mixture
7294711,7294711,1,0,mixture
3874360,3874360,1,0,mixture
1979313,1979313,1,0,mixture
8738632,8738637,6,0,mixture
9558564,9558564,1,0,mixture
2429548,2430142,595,0,mixture
7512480,7512485,6,0,mixture
5004014,5004014,1,0,mixture
1943963,1944470,508,0,mixture
1903736,1903736,1,0,mixture
7763195,7763195,1,0,mixture
3892709,3892709,1,0,mixture
4801056,4801056,1,0,mixture
6527610,6528256,647,0,mixture
3008407,3009029,623,0,mixture
1625386,1625386,1,0,mixture
2724179,2724179,1,0,mixture
9043543,9043543,1,0,mixture
8157096,8157096,1,0,mixture
3130286,3130286,1,0,mixture
6488974,6488974,1,0,mixture
8818252,8818324,73,0,mixture
4717035,4717119,85,0,mixture
1830877,1831001,125,0,mixture
4165394,4165394,1,0,mixture
7550592,7550592,1,0,mixture
9224368,9224368,1,0,mixture
4333589,4333589,1,0,mixture
3925758,3925758,1,0,mixture
7879461,7879461,1,0,mixture
5589953,5590647,695,0,mixture
7108855,7108855,1,0,mixture
4179424,4179424,1,0,mixture
5885610,5885610,1,0,mixture
1975041,1975041,1,0,mixture
1591698,1591698,1,0,mixture
5367309,5367309,1,0,mixture
8505971,8505971,1,0,mixture
1087128,1087128,1,0,mixture
1135624,1135624,1,0,mixture
1108947,1108947,1,0,mixture
7475560,7475560,1,0,mixture
5646747,5646747,1,0,mixture
2072483,2072483,1,0,mixture
5050865,5050865,1,0,mixture
1581877,1581877,1,0,mixture
134529,134529,1,0,mixture
5491999,5491999,1,0,mixture
5644783,5646561,1779,0,mixture
7049106,7049106,1,0,mixture
417094,417094,1,0,mixture
4884725,4884725,1,0,mixture
2950171,2950171,1,0,mixture
3588356,3588356,1,0,mixture
2128276,2128276,1,0,mixture
6520868,6520919,52,0,mixture
623418,623418,1,0,mixture
5190049,5190049,1,0,mixture
5940989,5940989,1,0,mixture
5860821,5860821,1,0,mixture
1087128,1087128,1,0,mixture
9288447,9288447,1,0,mixture
7986314,7986314,1,0,mixture
4309185,4309230,46,0,mixture
4966298,4966734,437,0,mixture
3846954,3846954,1,0,mixture
7994708,7995031,324,0,mixture
3681708,3681790,83,0,mixture
4536995,4536995,1,0,mixture
1443200,1443200,1,0,mixture
8365066,8365066,1,0,mixture
4833239,4835414,2176,0,mixture
8660736,8660736,1,0,mixture
1046722,1046722,1,0,mixture
2778870,2778870,1,0,mixture
8218371,8218371,1,0,mixture
9387938,9387938,1,0,mixture
9334294,9334294,1,0,mixture
8004721,8004721,1,0,mixture
426966,426966,1,0,mixture
3230656,3230656,1,0,mixture
1921929,1921929,1,0,mixture
1435563,1435563,1,0,mixture
7271532,7271532,1,0,mixture
1045183,1045183,1,0,mixture
1968125,1968125,1,0,mixture
8344024,8344024,1,0,mixture
758134,758134,1,0,mixture
3825502,3825502,1,0,mixture
999815,999815,1,0,mixture
2724466,2724466,1,0,mixture
6644207,6644207,1,0,mixture
2877580,2877580,1,0,mixture
5549615,5549615,1,0,mixture
3531943,3531943,1,0,mixture
6893232,6893232,1,0,mixture
7243400,7243400,1,0,mixture
8646108,8646108,1,0,mixture
3425288,3425288,1,0,mixture
6578465,6578465,1,0,mixture
2115608,2115608,1,0,mixture
2638316,2638316,1,0,mixture
5915631,5915631,1,0,mixture
6305647,6305647,1,0,mixture
9322804,9323373,570,0,mixture
5094545,5094545,1,0,mixture
9733661,9733661,1,0,mixture
312381,312464,84,0,mixture
9250764,9250764,1,0,mixture
998543,998543,1,0,mixture
4963166,4963170,5,0,mixture
6456215,6456215,1,0,mixture
5771490,5771490,1,0,mixture
93173,93173,1,0,mixture
8534352,8534352,1,0,mixture
2233803,2233803,1,0,mixture
9672341,9672341,1,0,mixture
7188120,7188120,1,0,mixture
4610185,4610311,127,0,mixture
1499103,1499103,1,0,mixture
9033237,9033692,456,0,mixture
3833005,3833176,172,0,mixture
3688140,3688140,1,0,mixture
8180525,8180733,209,0,mixture
9436470,9436470,1,0,mixture
2236125,2236125,1,0,mixture
9241470,9241470,1,0,mixture
2245913,2245913,1,0,mixture
9741984,9742253,270,0,mixture
2500108,2500108,1,0,mixture
7604191,7604191,1,0,mixture
40940,40940,1,0,mixture
8965937,8965937,1,0,mixture
666925,666925,1,0,mixture
8049715,8049715,1,0,mixture
2343508,2343508,1,0,mixture
6971304,6971304,1,0,mixture
6524064,6526165,2102,0,mixture
4227652,4227695,44,0,mixture
1944693,1944693,1,0,mixture
3137010,3137010,1,0,mixture
8338424,8338424,1,0,mixture
9917201,9917201,1,0,mixture
4274861,4274861,1,0,mixture
9987876,9988196,321,0,mixture
8498492,8498492,1,0,mixture
353202,353202,1,0,mixture
7701511,7701511,1,0,mixture
8559659,8559659,1,0,mixture
6407310,6407310,1,0,mixture
9770665,9770665,1,0,mixture
6295592,6295592,1,0,mixture
5244016,5244016,1,0,mixture
9626908,9626908,1,0,mixture
4717035,4717119,85,0,mixture
3333711,3333891,181,0,mixture
6400608,6400660,53,0,mixture
2637261,2637261,1,0,mixture
2226346,2226346,1,0,mixture
2126710,2126710,1,0,mixture
5382247,5382247,1,0,mixture
9119549,9119549,1,0,mixture
8473431,8473431,1,0,mixture
7038752,7038752,1,0,mixture
9095212,9095212,1,0,mixture
7879461,7879461,1,0,mixture
1490878,1490878,1,0,mixture
854615,854615,1,0,mixture
5263934,5263934,1,0,mixture
5159064,5159064,1,0,mixture
7048577,7048577,1,0,mixture
3671713,3671747,35,0,mixture
8761414,8761414,1,0,mixture
6606954,6606954,1,0,mixture
1313203,1313203,1,0,mixture
3836784,3836784,1,0,mixture
940756,940756,1,0,mixture
9743823,9743823,1,0,mixture
6314015,6314028,14,0,mixture
9611405,9611405,1,0,mixture
3246189,3246191,3,0,mixture
6709182,6709182,1,0,mixture
3196663,3196677,15,0,mixture
3848761,3848761,1,0,mixture
2297151,2297151,1,0,mixture
2681560,2681774,215,0,mixture
2448445,2448445,1,0,mixture
5941593,5941593,1,0,mixture
7200539,7200539,1,0,mixture
7525008,7525008,1,0,mixture
631047,631047,1,0,mixture
2606520,2606520,1,0,mixture
132901,134529,1629,0,mixture
9136956,9137081,126,0,mixture
6612948,6612948,1,0,mixture
8698036,8698036,1,0,mixture
9832129,9832129,1,0,mixture
1572361,1572361,1,0,mixture
2370474,2370474,1,0,mixture
233364,233364,1,0,mixture
5338886,5338886,1,0,mixture
1380003,1380003,1,0,mixture
4084196,4084196,1,0,mixture
7162669,7162669,1,0,mixture
5014467,5014467,1,0,mixture
1942728,1942728,1,0,mixture
6472039,6472039,1,0,mixture
6523827,6523827,1,0,mixture
2261014,2261919,906,0,mixture
1149466,1149536,71,0,mixture
7345391,7345519,129,0,mixture
2669191,2669191,1,0,mixture
7188120,7188120,1,0,mixture
2020179,2020631,453,0,mixture
3657136,3657136,1,0,mixture
2289080,2289080,1,0,mixture
2221186,2221186,1,0,mixture
2218193,2218193,1,0,mixture
2075017,2075017,1,0,mixture
1417206,1419066,1861,0,mixture
6323087,6323087,1,0,mixture
6407372,6407731,360,0,mixture
7501410,7501410,1,0,mixture
8648076,8648076,1,0,mixture
4093354,4093354,1,0,mixture
8762788,8762788,1,0,mixture
8441394,8441394,1,0,mixture
9040673,9040673,1,0,mixture
5604106,5605212,1107,0,mixture
353202,353202,1,0,mixture
9641700,9641700,1,0,mixture
5411,5411,1,0,mixture
4945920,4945920,1,0,mixture
2656925,2656925,1,0,mixture
1580604,1580604,1,0,mixture
8802615,8802615,1,0,mixture
2176033,2176033,1,0,mixture
5287975,5287975,1,0,mixture
2447282,2447282,1,0,mixture
840863,840863,1,0,mixture
825339,825339,1,0,mixture
86836,86836,1,0,mixture
5589953,5589953,1,0,mixture
4144278,4144278,1,0,mixture
1463564,1463564,1,0,mixture
9772602,9773414,813,0,mixture
9958473,9958473,1,0,mixture
6433091,6433091,1,0,mixture
5386766,5386766,1,0,mixture
93714,93714,1,0,mixture
3419563,3419563,1,0,mixture
9403804,9403804,1,0,mixture
9146851,9146851,1,0,mixture
4508498,4508498,1,0,mixture
9672389,9672389,1,0,mixture
5447295,5447295,1,0,mixture
630019,630019,1,0,mixture
2597351,2597351,1,0,mixture
6730200,6730200,1,0,mixture
6158179,6158179,1,0,mixture
9088449,9089051,603,0,mixture
7799709,7799709,1,0,mixture
7205782,7205782,1,0,mixture
7979980,7979980,1,0,mixture
